name,CO,effective_coordination,ss-coupling,dd-coupling,d_sp-coupling,sp_d-coupling,dBandCenter,WorkFunction,IonizationPotential,ElectronAffinity,Pauling,DeltaPauling,filling,center,sigma_c,skewness,kurtosis,AtomicRadius,OrbitalRadius
Pt-M-Pt-Mo,-0.873735,12.82768556,10.6350955,10.75040492,10.1121765,11.09675323,-2.25,6.74,9,2.13,2.28,2.243316333,0.873608051,-2.682044989,2.02531532,0.692778924,3.550061085,1.53,1.04
Pt-M-Pt-Ru,-1.239252,11.313513,10.66404231,9.956104266,10.16016041,10.22030673,-2.25,6.74,9,2.13,2.28,2.25569926,0.874957462,-2.416849692,1.932387802,0.440497206,3.294880316,1.53,1.04
Pt-M-Pt-Rh,-1.298442,10.2863427,10.69539417,9.690114773,10.2124475,9.912346259,-2.25,6.74,9,2.13,2.28,2.28,0.872095499,-2.279423625,1.915094368,0.395119899,3.305809864,1.53,1.04
Pt-M-Pt-Pd,-1.31936,8.234474226,10.52878449,9.087793638,9.938350756,9.384201113,-2.25,6.74,9,2.13,2.28,2.25569926,0.87699701,-1.988884825,1.823408333,0.317361758,3.359763627,1.53,1.04
Pt-M-Pt-Ag,-1.08173,8.687839115,10.34109513,8.529890398,9.640541113,8.882046217,-2.25,6.74,9,2.13,2.28,2.168810392,0.878029331,-1.748682119,1.781533025,0.18598671,3.544952966,1.53,1.04
Pt-M-Pt-In,-0.97546,12.23611553,10.44702793,6,9.807184261,6,-2.25,6.74,9,2.13,2.28,2.116802762,0.889527868,-2.48204388,1.894839128,0.307736619,4.517335609,1.53,1.04
Pt-M-Pt-Sn,-0.857844,10.52338065,10.15009623,6,9.349462193,6,-2.25,6.74,9,2.13,2.28,2.178869473,0.889557143,-2.140093414,1.903319152,0.225218358,4.525243811,1.53,1.04
Pt-M-Pt-Ta,-0.809487,15.18863096,10.63235973,11.59632279,10.10765663,12.00760433,-2.25,6.74,9,2.13,2.28,2.010859701,0.873709795,-2.796791783,2.119286103,0.836120652,3.876242351,1.53,1.04
Pt-M-Pt-W,-0.88373,12.88925319,10.67498857,11.29693059,10.17837942,11.6384982,-2.25,6.74,9,2.13,2.28,2.303710988,0.87457943,-2.818277206,2.134697235,0.711268435,3.602842883,1.53,1.04
Pt-M-Pt-Re,-1.166713,13.30737409,10.72705958,11.01756343,10.2655859,11.28689339,-2.25,6.74,9,2.13,2.28,2.158641257,0.873880558,-2.715808769,2.105950009,0.51444377,3.272314942,1.53,1.04
Pt-M-Pt-Os,-1.35003,12.15633738,10.71583177,10.55472297,10.24671294,10.8097285,-2.25,6.74,9,2.13,2.28,2.25569926,0.874819302,-2.595754507,2.057533526,0.371674177,3.167209046,1.53,1.04
Pt-M-Pt-Ir,-1.386181,10.68756125,10.67037184,10.14250384,10.170704,10.41362055,-2.25,6.74,9,2.13,2.28,2.25569926,0.873547972,-2.433655996,2.01247543,0.274301204,3.182451964,1.53,1.04
Pt-M-Pt-Au,-1.251001,7.934871506,10.28472369,8.949936821,9.553377759,9.400740014,-2.25,6.74,9,2.13,2.28,2.355073729,0.8799302,-1.850864183,1.826204395,0.086266992,3.424493001,1.53,1.04
Pd-M-Pd-Sc,-0.461428,20.6677896,10.625348,11.77304994,10.09607859,12.20596081,-1.83,5.9,8.34,0.56,2.2,1.904397265,0.927292866,-2.519949164,1.552284487,1.383405406,6.087646817,1.52,0.94
Pd-M-Pd-Ti,-0.534493,19.26542719,10.82979212,11.29381564,10.44028301,11.46832734,-1.83,5.9,8.34,0.56,2.2,1.976751572,0.922739833,-2.564267101,1.561574165,1.193481733,5.165323494,1.52,0.94
Pd-M-Pd-V,-0.676152,16.9278361,10.96752367,10.95027222,10.68003315,10.9819143,-1.83,5.9,8.34,0.56,2.2,2.010722593,0.915035898,-2.591619545,1.597598654,1.049632634,4.614176068,1.52,0.94
Pd-M-Pd-Cr,-0.159128,15.55794593,11.00327202,10.44493477,10.74323719,10.44372148,-1.83,5.9,8.34,0.56,2.2,2.021753963,0.919548882,-2.425398181,1.580669275,0.934960841,4.504997002,1.52,0.94
Pd-M-Pd-Fe,-0.650995,14.59433626,10.87408618,9.462201504,10.51671283,9.546220046,-1.83,5.9,8.34,0.56,2.2,2.081762607,0.922565257,-2.170611616,1.494055959,0.733746602,4.5709338,1.52,0.94
Pd-M-Pd-Co,-0.828996,13.78199416,11.01477191,9.471552723,10.76371034,9.463171142,-1.83,5.9,8.34,0.56,2.2,2.098665539,0.920192414,-2.158040426,1.509063131,0.674442334,4.361195152,1.52,0.94
Pd-M-Pd-Ni,-0.933274,12.62513848,11.05349606,9.202917844,10.83281032,9.172455151,-1.83,5.9,8.34,0.56,2.2,2.108656732,0.919277757,-1.988019881,1.491259714,0.659383685,4.322634594,1.52,0.94
Pd-M-Pd-Cu,-0.906561,11.37626294,10.96013776,8.786670455,10.66698604,8.808386812,-1.83,5.9,8.34,0.56,2.2,2.105338619,0.922977779,-1.742842651,1.454443892,0.540186402,4.282721801,1.52,0.94
Pd-M-Pd-Zn,-0.687361,11.955406,11.05230754,6,10.83068691,6,-1.83,5.9,8.34,0.56,2.2,2.01809246,0.936306316,-2.173575948,1.512597373,0.163383879,5.731439577,1.52,0.94
Pd-M-Pd-Ga,-0.886231,17.0611566,12.40170341,6.336489112,11.65830016,6.648658462,-1.83,5.9,8.34,0.56,2.2,2.074910885,0.9283334,-2.56553559,1.672823924,0.380553092,5.942060172,1.52,0.94
Pd-M-Pd-Y,-0.364343,19.45139227,10.13984796,12.10926904,9.334173625,13.26577695,-1.83,5.9,8.34,0.56,2.2,1.843333118,0.923394497,-2.199991188,1.452265859,1.211500358,5.845340578,1.52,0.94
Pd-M-Pd-Zr,-0.513219,17.09967824,10.37253504,11.98927102,9.689615786,12.77825702,-1.83,5.9,8.34,0.56,2.2,1.891696102,0.920401403,-2.388929644,1.565084761,1.249585206,5.721240021,1.52,0.94
Pd-M-Pd-Nb,-0.686994,16.45806301,10.54602232,11.77039762,9.966264866,12.30238438,-1.83,5.9,8.34,0.56,2.2,1.999548172,0.918024789,-2.507806344,1.621002312,1.077438956,4.896078298,1.52,0.94
Pd-M-Pd-Mo,-0.807579,14.85703647,10.59575784,11.39875357,10.04741159,11.83791086,-1.83,5.9,8.34,0.56,2.2,2.18792284,0.916635875,-2.418813685,1.603857616,0.858023506,4.275912022,1.52,0.94
Pd-M-Pd-Ru,-1.07944,13.01964621,10.64110139,10.54115909,10.12211343,10.86644699,-1.83,5.9,8.34,0.56,2.2,2.2,0.914802864,-2.127336009,1.531920259,0.526017024,3.85124121,1.52,0.94
Pd-M-Pd-Rh,-1.143768,11.30656159,10.60620044,10.07122208,10.06458997,10.39316738,-1.83,5.9,8.34,0.56,2.2,2.223700689,0.915454118,-1.967525932,1.497141572,0.495433161,3.992944034,1.52,0.94
Pd-M-Pd-Ag,-0.962124,9.675983316,10.34545607,8.952343257,9.647331562,9.360225895,-1.83,5.9,8.34,0.56,2.2,2.115256651,0.923488273,-1.591544443,1.403740436,0.229305848,4.594555019,1.52,0.94
Pd-M-Pd-In,-0.960359,14.79642684,10.5,6,9.891905336,6,-1.83,5.9,8.34,0.56,2.2,2.064533229,0.93087697,-2.250500839,1.549024596,0.159589468,7.566489697,1.52,0.94
Pd-M-Pd-Sn,-1.044293,13.44461711,10.32978435,5.999999985,9.622867677,5.999999989,-1.83,5.9,8.34,0.56,2.2,2.125067346,0.930526343,-2.106710979,1.570136982,0.037274554,6.570091462,1.52,0.94
Pd-M-Pd-Ta,-0.719438,17.74810733,10.57804204,12.30255771,10.01841453,12.83943383,-1.83,5.9,8.34,0.56,2.2,1.961206185,0.916512677,-2.600474067,1.69065231,1.070714948,4.989575079,1.52,0.94
Pd-M-Pd-W,-0.846144,14.8485243,10.62338149,11.97675094,10.09283723,12.42744361,-1.83,5.9,8.34,0.56,2.2,2.24682619,0.91616129,-2.551172435,1.692883911,0.83843361,4.342838562,1.52,0.94
Pd-M-Pd-Re,-0.994572,15.50848079,10.68796584,11.70560374,10.20002913,12.05804355,-1.83,5.9,8.34,0.56,2.2,2.105338619,0.917836186,-2.455038777,1.687216578,0.593357049,3.886230034,1.52,0.94
Pd-M-Pd-Os,-1.157111,14.22864961,10.70108552,11.25449076,10.22198175,11.56470616,-1.83,5.9,8.34,0.56,2.2,2.2,0.913710588,-2.307671939,1.661000582,0.398295368,3.76175748,1.52,0.94
Pd-M-Pd-Ir,-1.261066,11.99493372,10.6123106,10.6558475,10.07459989,11.01797879,-1.83,5.9,8.34,0.56,2.2,2.2,0.916148611,-2.142001642,1.599590106,0.289995366,3.8913336,1.52,0.94
Pd-M-Pd-Pt,-1.28228,9.855578101,10.45639804,9.998960719,9.822106564,10.44796151,-1.83,5.9,8.34,0.56,2.2,2.223700689,0.921377486,-1.869451162,1.512013705,0.20665747,4.002521055,1.52,0.94
Pd-M-Pd-Au,-1.100153,8.6279529,10.2728723,9.40678231,9.535169921,9.937318738,-1.83,5.9,8.34,0.56,2.2,2.296920647,0.924908282,-1.649519836,1.450175021,0.058624814,4.468976586,1.52,0.94
Ni-M-Ni-Sc,-1.008743,11.56588111,9.964821088,11.74650468,9.078539572,13.10541984,-1.29,5.77,7.64,1.16,1.91,1.724983835,0.878531989,-1.352468914,1.310921077,1.056759161,6.156921787,1.38,0.71
Ni-M-Ni-Ti,-1.11191,11.32435395,10.21690879,11.53367431,9.449922208,12.47228172,-1.29,5.77,7.64,1.16,1.91,1.790521636,0.876104393,-1.453256879,1.36249966,0.955979258,5.58452183,1.38,0.71
Ni-M-Ni-V,-1.26163,10.84688692,10.45194018,11.55699241,9.815019956,12.18654821,-1.29,5.77,7.64,1.16,1.91,1.821292245,0.872353911,-1.591291895,1.416573247,0.841860475,5.17205151,1.38,0.71
Ni-M-Ni-Cr,-1.317668,10.47945103,10.54162019,11.16888242,9.959144995,11.65037991,-1.29,5.77,7.64,1.16,1.91,1.831284348,0.868614457,-1.575688158,1.401397715,0.673780208,4.900587582,1.38,0.71
Ni-M-Ni-Mn,-1.385189,11.62212205,10.61995739,11.06303111,10.08717141,11.4485738,-1.29,5.77,7.64,1.16,1.91,1.734487037,0.86562572,-1.5235393,1.400685026,0.590439635,4.934461098,1.38,0.71
Ni-M-Ni-Fe,-1.225437,10.11685362,10.43986694,10.06730533,9.795611441,10.53972149,-1.29,5.77,7.64,1.16,1.91,1.885639573,0.869133779,-1.423720138,1.38205788,0.56337847,5.044497906,1.38,0.71
Ni-M-Ni-Co,-1.317358,9.772661921,10.57157917,10.0848196,10.00783776,10.43856923,-1.29,5.77,7.64,1.16,1.91,1.900950078,0.868437604,-1.531884557,1.399576933,0.497164129,4.931796439,1.38,0.71
Ni-M-Ni-Cu,-1.343061,8.310703526,10.39758717,9.036234967,9.728970968,9.418327592,-1.29,5.77,7.64,1.16,1.91,1.906994486,0.875664845,-1.142883571,1.298632465,0.301462998,5.405059994,1.38,0.71
Ni-M-Ni-Zn,-1.247474,8.382920409,10.39333625,5.999999946,9.722356552,5.999999962,-1.29,5.77,7.64,1.16,1.91,1.827967796,0.880230351,-1.269751798,1.338555948,0.032274909,7.959578283,1.38,0.71
Ni-M-Ni-Ga,-1.334088,10.4803769,10.5,6,9.891905336,6,-1.29,5.77,7.64,1.16,1.91,1.879433352,0.878878575,-1.469417336,1.413190994,0.140072695,7.266202953,1.38,0.71
Ni-M-Ni-Nb,-1.290123,10.10337465,9.921784818,11.84930131,9.017235205,13.30359357,-1.29,5.77,7.64,1.16,1.91,1.811170567,0.868886993,-1.341338801,1.372566768,0.785731104,5.72609067,1.38,0.71
Ni-M-Ni-Mo,-1.444779,9.853050381,10.06184174,11.84621122,9.219044369,13.07312461,-1.29,5.77,7.64,1.16,1.91,1.981798441,0.871336017,-1.449394319,1.398007484,0.607845389,5.40931023,1.38,0.71
Ni-M-Ni-Ru,-1.69082,9.373877344,10.19287689,11.22176644,9.41361191,12.13918286,-1.29,5.77,7.64,1.16,1.91,1.992737811,0.868373506,-1.381295676,1.376108245,0.265616274,5.438182761,1.38,0.71
Ni-M-Ni-Rh,-1.544796,8.582806187,10.17326022,10.71942024,9.384161662,11.57206751,-1.29,5.77,7.64,1.16,1.91,2.014205656,0.867470016,-1.389012326,1.38825194,0.265004954,5.237230356,1.38,0.71
Ni-M-Ni-Pd,-1.484436,7.313707,10.00685375,9.904789248,9.139218735,10.78217909,-1.29,5.77,7.64,1.16,1.91,1.992737811,0.865794511,-1.2781206,1.336267082,0.248583382,5.376529733,1.38,0.71
Ni-M-Ni-Ta,-1.331222,10.79256889,9.977746503,12.51405397,9.097208624,14.03044308,-1.29,5.77,7.64,1.16,1.91,1.776440782,0.871145046,-1.441013739,1.414628349,0.739743372,5.701666934,1.38,0.71
Ni-M-Ni-W,-1.459839,9.947945025,10.09721054,12.51841401,9.270969705,13.8251844,-1.29,5.77,7.64,1.16,1.91,2.035152501,0.868046209,-1.497513336,1.4574304,0.536348258,5.452556643,1.38,0.71
Ni-M-Ni-Re,-1.570835,10.47633616,10.20048561,12.41225727,9.425195208,13.52609464,-1.29,5.77,7.64,1.16,1.91,1.906994486,0.870904993,-1.506865638,1.476449363,0.267291432,5.421963782,1.38,0.71
Ni-M-Ni-Os,-1.702426,10.03524289,10.24099563,12.01558647,9.486372206,13.00009434,-1.29,5.77,7.64,1.16,1.91,1.992737811,0.865451421,-1.456490182,1.470619341,0.057918889,5.652465522,1.38,0.71
Ni-M-Ni-Ir,-1.638342,9.040503989,10.18237977,11.40953775,9.3977861,12.37447094,-1.29,5.77,7.64,1.16,1.91,1.992737811,0.872645989,-1.402271253,1.43027992,-0.110305193,6.077073532,1.38,0.71
Ni-M-Ni-Pt,-1.528324,7.744757621,9.954092784,10.38101067,9.063138372,11.430366,-1.29,5.77,7.64,1.16,1.91,2.014205656,0.870132587,-1.356272205,1.38721551,-0.000510655,5.794601905,1.38,0.71
Rh-M-Rh-Sc,-0.974886,14.6241675,10.61076477,11.29456901,10.07206008,11.70813075,-1.73,5.91,7.46,1.14,2.28,1.952612501,0.810446314,-1.503782864,1.911136091,0.772524374,3.601554509,1.49,0.99
Rh-M-Rh-Ti,-0.976685,14.07633514,10.86620717,11.00174092,10.5030452,11.13084799,-1.73,5.91,7.46,1.14,2.28,2.026798663,0.810123803,-1.741173247,1.960724677,0.705374943,3.250220533,1.49,0.99
Rh-M-Rh-V,-1.01334,12.7584012,11.00871872,10.68710421,10.75291575,10.68108403,-1.73,5.91,7.46,1.14,2.28,2.061629758,0.794712291,-1.812644803,1.99379682,0.607667465,3.014313535,1.49,0.99
Rh-M-Rh-Cr,-1.253753,12.34063772,11.12981653,10.41097581,10.97058165,10.3084215,-1.73,5.91,7.46,1.14,2.28,2.072940417,0.791451868,-1.930027245,1.991882324,0.538057616,2.942711026,1.49,0.99
Rh-M-Rh-Mn,-1.542678,13.25581253,11.09703168,10.04667792,10.91115746,9.976296375,-1.73,5.91,7.46,1.14,2.28,2.030738032,0.782542312,-1.844057601,1.95263948,0.498367078,3.01185771,1.49,0.99
Rh-M-Rh-Fe,-1.401352,10.86245395,10.7907026,9.05252759,10.37342197,9.176900306,-1.73,5.91,7.46,1.14,2.28,2.134468352,0.798377468,-1.515103735,1.84925361,0.401380331,3.167539905,1.49,0.99
Rh-M-Rh-Co,-1.469149,10.58426955,10.97466316,9.140422891,10.69259741,9.156319012,-1.73,5.91,7.46,1.14,2.28,2.15179923,0.795793726,-1.631267627,1.890222738,0.383391198,3.113437431,1.49,0.99
Rh-M-Rh-Ni,-1.549957,9.79645363,10.98049497,8.844972095,10.70289092,8.856272509,-1.73,5.91,7.46,1.14,2.28,2.162043378,0.792340152,-1.608584993,1.86210513,0.391385295,3.156703782,1.49,0.99
Rh-M-Rh-Cu,-1.634954,8.799273567,10.78601251,8.333138539,10.36539416,8.430428639,-1.73,5.91,7.46,1.14,2.28,2.158641257,0.797857429,-1.433581948,1.798407045,0.320202783,3.279758796,1.49,0.99
Rh-M-Rh-Zn,-1.254822,9.011775743,10.84123221,5.999999973,10.45995152,5.99999998,-1.73,5.91,7.46,1.14,2.28,2.069186214,0.826346113,-1.53130537,1.837032051,0.067210326,3.969466959,1.49,0.99
Rh-M-Rh-Ga,-1.21933,12.30711028,11.07749961,5.999999242,10.87596149,5.999999459,-1.73,5.91,7.46,1.14,2.28,2.127443159,0.8101191,-1.708556193,2.017611519,0.018715378,4.745426641,1.49,0.99
Rh-M-Rh-Y,-0.932665,13.26149252,10.01914809,11.21092347,9.156838385,12.36480624,-1.73,5.91,7.46,1.14,2.28,1.890002341,0.803940388,-1.373022923,1.772945936,0.64124307,3.560188984,1.49,0.99
Rh-M-Rh-Zr,-0.88648,12.16878535,10.27596699,11.20962144,9.539941615,12.01688868,-1.73,5.91,7.46,1.14,2.28,1.939589772,0.806500585,-1.492453042,1.872004525,0.636828216,3.410188706,1.49,0.99
Rh-M-Rh-Nb,-1.006424,12.16671179,10.50855515,11.21753466,9.905671188,11.7419293,-1.73,5.91,7.46,1.14,2.28,2.050172424,0.803720624,-1.697788712,1.985340081,0.623350006,3.249444644,1.49,0.99
Rh-M-Rh-Mo,-1.179049,11.65338148,10.63825358,11.12449069,10.11739732,11.49467304,-1.73,5.91,7.46,1.14,2.28,2.243316333,0.790983621,-1.790433197,2.006558545,0.48129596,2.956910468,1.49,0.99
Rh-M-Rh-Ru,-1.589655,10.20586405,10.61022998,10.12424212,10.0711888,10.44684918,-1.73,5.91,7.46,1.14,2.28,2.25569926,0.786234271,-1.716020487,1.915356977,0.289684327,2.994031937,1.49,0.99
Rh-M-Rh-Pd,-1.828428,7.627203484,10.39996606,9.068694526,9.732559068,9.45339039,-1.73,5.91,7.46,1.14,2.28,2.25569926,0.794966068,-1.529294798,1.798281483,0.245312721,3.236421268,1.49,0.99
Rh-M-Rh-Ag,-1.816089,7.763274746,10.13154049,8.376614799,9.321909834,8.831522775,-1.73,5.91,7.46,1.14,2.28,2.168810392,0.78846455,-1.288083379,1.730709885,0.165278584,3.541283092,1.49,0.99
Rh-M-Rh-In,-1.453612,10.95031438,10.41257889,5.999999998,9.752588935,5.999999999,-1.73,5.91,7.46,1.14,2.28,2.116802762,0.811732509,-1.584951369,1.880247962,0.069052791,4.801125745,1.49,0.99
Rh-M-Rh-Sn,-1.69541,11.20222635,10.45031128,5.999999774,9.812056544,5.999999841,-1.73,5.91,7.46,1.14,2.28,2.178869473,0.8118595,-1.773906132,1.987830758,-0.036673842,4.687841231,1.49,0.99
Rh-M-Rh-Ta,-1.004815,12.84990858,10.52033331,11.62931394,9.924679002,12.18028564,-1.73,5.91,7.46,1.14,2.28,2.010859701,0.800521371,-1.714999581,2.037092596,0.60474733,3.28976507,1.49,0.99
Rh-M-Rh-W,-1.156451,11.57145213,10.63877181,11.58109585,10.11825465,11.98364731,-1.73,5.91,7.46,1.14,2.28,2.303710988,0.792234668,-1.860365336,2.090825983,0.467945703,3.028165885,1.49,0.99
Rh-M-Rh-Re,-1.331473,12.09055084,10.71858438,11.37546477,10.25132341,11.67339761,-1.73,5.91,7.46,1.14,2.28,2.158641257,0.795900339,-1.986090779,2.101235287,0.321986325,2.907446999,1.49,0.99
Rh-M-Rh-Os,-1.537747,11.01327507,10.67412654,10.78427286,10.17696401,11.09360903,-1.73,5.91,7.46,1.14,2.28,2.25569926,0.7927496,-1.906315812,2.053009493,0.190992386,2.975598612,1.49,0.99
Rh-M-Rh-Ir,-1.692086,9.546184507,10.55580782,10.1625673,9.98217348,10.53735769,-1.73,5.91,7.46,1.14,2.28,2.25569926,0.796345283,-1.827017504,1.977847881,0.105859144,3.142287186,1.49,0.99
Rh-M-Rh-Pt,-1.907659,8.160787358,10.35972158,9.482020156,9.669655414,9.951140765,-1.73,5.91,7.46,1.14,2.28,2.28,0.789796428,-1.593814076,1.87512711,0.058788695,3.315529224,1.49,0.99
Rh-M-Rh-Au,-1.909581,7.263930868,10.08161837,8.778098925,9.24785297,9.346768172,-1.73,5.91,7.46,1.14,2.28,2.355073729,0.798651088,-1.410752729,1.779261941,0.043441583,3.573566475,1.49,0.99
Ir-M-Ir-Sc,-1.155615,13.74934065,10.59824764,10.611738,10.05149677,10.98439432,-2.11,6.63,9.1,1.57,2.2,1.904397265,0.791418918,-1.738457413,2.295444427,0.524442617,3.034988848,1.5,1.08
Ir-M-Ir-Ti,-1.161359,13.44120411,10.88936091,10.4483738,10.54318308,10.54318308,-2.11,6.63,9.1,1.57,2.2,1.976751572,0.790968987,-1.95523802,2.35989534,0.517090083,2.838503521,1.5,1.08
Ir-M-Ir-V,-1.156824,12.18530523,11.02648126,10.1546725,10.7845633,10.13566913,-2.11,6.63,9.1,1.57,2.2,2.010722593,0.77685954,-2.068625338,2.389982397,0.449626531,2.65611243,1.5,1.08
Ir-M-Ir-Cr,-1.393504,11.71323342,11.12843013,9.868253786,10.96802823,9.779307121,-2.11,6.63,9.1,1.57,2.2,2.021753963,0.770433583,-2.140104234,2.379993935,0.393484676,2.595957596,1.5,1.08
Ir-M-Ir-Mn,-0.712551,12.13254693,11.01403591,9.391736943,10.76237242,9.384039298,-2.11,6.63,9.1,1.57,2.2,1.980593667,0.77098838,-2.004364882,2.350609761,0.351672098,2.678486756,1.5,1.08
Ir-M-Ir-Fe,-1.545139,10.67306629,10.87018728,8.8053019,10.51013991,8.875341044,-2.11,6.63,9.1,1.57,2.2,2.081762607,0.779638123,-1.893403184,2.260732035,0.291180895,2.750033005,1.5,1.08
Ir-M-Ir-Co,-1.587422,10.2822397,11.02198406,8.830040137,10.77638683,8.819579162,-2.11,6.63,9.1,1.57,2.2,2.098665539,0.775705449,-1.947246239,2.284486252,0.275857902,2.698989521,1.5,1.08
Ir-M-Ir-Ni,-1.628054,9.561571984,11.0321803,8.570117509,10.79467795,8.555708577,-2.11,6.63,9.1,1.57,2.2,2.108656732,0.773871239,-1.935979921,2.261314937,0.279695929,2.739591182,1.5,1.08
Ir-M-Ir-Cu,-1.710983,8.654215401,10.84578617,8.119866045,10.46778006,8.183073538,-2.11,6.63,9.1,1.57,2.2,2.105338619,0.780303825,-1.766685241,2.215892328,0.194624078,2.790609763,1.5,1.08
Ir-M-Ir-Zn,-1.37769,8.54789132,10.78681552,5.999999979,10.36677069,5.999999984,-2.11,6.63,9.1,1.57,2.2,2.01809246,0.796188009,-1.770176289,2.233097637,0.07231804,3.181011862,1.5,1.08
Ir-M-Ir-Ga,-1.328638,11.38516496,11.00782574,6,10.7513342,6,-2.11,6.63,9.1,1.57,2.2,2.074910885,0.791758254,-1.983685441,2.392053635,0.029434078,3.438255298,1.5,1.08
Ir-M-Ir-Y,-1.09789,12.3724531,9.984122562,10.46475496,9.106252915,11.49650732,-2.11,6.63,9.1,1.57,2.2,1.843333118,0.77972384,-1.636558673,2.164230039,0.406289829,3.03349193,1.5,1.08
Ir-M-Ir-Zr,-1.11553,11.34683232,10.23416209,10.44988315,9.476101445,11.18543838,-2.11,6.63,9.1,1.57,2.2,1.891696102,0.789474002,-1.739034128,2.253029262,0.43111561,2.92867567,1.5,1.08
Ir-M-Ir-Nb,-1.210508,11.60737542,10.52243411,10.61836312,9.928063342,11.06824737,-2.11,6.63,9.1,1.57,2.2,1.999548172,0.780364342,-1.86654655,2.374613129,0.43906788,2.774868285,1.5,1.08
Ir-M-Ir-Mo,-1.313563,11.10119876,10.64591855,10.51818301,10.13008593,10.83721425,-2.11,6.63,9.1,1.57,2.2,2.18792284,0.772118273,-2.043806495,2.405659108,0.370024062,2.615115707,1.5,1.08
Ir-M-Ir-Ru,-1.707239,9.920722796,10.65360607,9.715154914,10.14283988,9.971425893,-2.11,6.63,9.1,1.57,2.2,2.2,0.761700916,-1.965583768,2.323765295,0.203647519,2.562123042,1.5,1.08
Ir-M-Ir-Rh,-1.763043,8.952279926,10.61408517,9.321504616,10.07751333,9.578594976,-2.11,6.63,9.1,1.57,2.2,2.223700689,0.773800482,-2.022857262,2.295786836,0.187036362,2.667664734,1.5,1.08
Ir-M-Ir-Pd,-1.973493,7.56744472,10.46470579,8.804699897,9.835353925,9.114308233,-2.11,6.63,9.1,1.57,2.2,2.2,0.771084069,-1.815737711,2.209335581,0.140376878,2.74656985,1.5,1.08
Ir-M-Ir-Ag,-1.866961,7.606309946,10.14804601,8.108691986,9.346403277,8.503385045,-2.11,6.63,9.1,1.57,2.2,2.115256651,0.785678143,-1.643273126,2.136404024,0.077121224,2.934356885,1.5,1.08
Ir-M-Ir-In,-1.602106,10.09791676,10.32751733,6.000000001,9.619445009,6.000000001,-2.11,6.63,9.1,1.57,2.2,2.064533229,0.79248891,-1.88555971,2.244369022,0.079694803,3.384301408,1.5,1.08
Ir-M-Ir-Sn,-1.991196,10.56266581,10.43086031,6.000000006,9.781545373,6.000000001,-2.11,6.63,9.1,1.57,2.2,2.125067346,0.796661356,-2.093612673,2.388277414,-0.050948607,3.596520876,1.5,1.08
Ir-M-Ir-Ta,-1.193924,12.28946651,10.5476256,11.0235112,9.96878747,11.48503505,-2.11,6.63,9.1,1.57,2.2,1.961206185,0.780926663,-1.934540529,2.433159851,0.447078509,2.807582392,1.5,1.08
Ir-M-Ir-W,-1.27792,11.16302617,10.67764192,11.01330591,10.18279886,11.33380248,-2.11,6.63,9.1,1.57,2.2,2.24682619,0.773979385,-2.131834618,2.500347331,0.372740099,2.626257768,1.5,1.08
Ir-M-Ir-Re,-1.489483,11.44465235,10.72094801,10.72434229,10.25530455,10.98387204,-2.11,6.63,9.1,1.57,2.2,2.105338619,0.771994066,-2.173862107,2.505362496,0.261221301,2.54301245,1.5,1.08
Ir-M-Ir-Os,-1.649137,10.64798405,10.71503523,10.30199367,10.24536676,10.54357024,-2.11,6.63,9.1,1.57,2.2,2.2,0.768014416,-2.144594008,2.472220134,0.151768501,2.528274984,1.5,1.08
Ir-M-Ir-Pt,-2.051105,8.083411028,10.42815267,9.190453131,9.77722999,9.569339062,-2.11,6.63,9.1,1.57,2.2,2.223700689,0.768904423,-1.929956997,2.3080711,0.028101551,2.717129256,1.5,1.08
Ir-M-Ir-Au,-2.039239,7.18487242,10.12011999,8.502260127,9.304856695,8.988815177,-2.11,6.63,9.1,1.57,2.2,2.296920647,0.78113693,-1.710234392,2.185508028,-0.022449675,2.889942834,1.5,1.08
Re-M-Re-Sc,-1.405872,9.735315889,10.15923012,8.98291814,9.363100984,9.532649636,-0.51,5.88,7.88,0.15,1.9,1.718656928,0.590714047,-0.577658974,2.466073147,0.266647676,2.367711452,1.52,1.2
Re-M-Re-Ti,-1.352817,9.576422033,10.41968219,8.867437461,9.763806993,9.213594738,-0.51,5.88,7.88,0.15,1.9,1.78395435,0.602242639,-0.675347776,2.498852551,0.238879398,2.250025315,1.52,1.2
Re-M-Re-V,-1.595134,9.353692609,10.7337063,8.999331605,10.27672323,9.156300975,-0.51,5.88,7.88,0.15,1.9,1.814612098,0.589007352,-0.647011102,2.560775505,0.167176409,2.135563443,1.52,1.2
Re-M-Re-Cr,-1.649636,9.914440563,11.14059865,9.32498148,10.99025831,9.241268165,-0.51,5.88,7.88,0.15,1.9,1.824567552,0.589035851,-0.641393316,2.63517608,0.107578156,2.071023606,1.52,1.2
Re-M-Re-Fe,-1.685024,9.583620541,11.02566647,8.614930722,10.78293561,8.603500744,-0.51,5.88,7.88,0.15,1.9,1.878723413,0.583615777,-0.787517457,2.561364512,0.087500545,2.206935464,1.52,1.2
Re-M-Re-Co,-1.694786,9.279245174,11.17565724,8.629770659,11.05421243,8.547429686,-0.51,5.88,7.88,0.15,1.9,1.893977762,0.584186844,-0.885942499,2.605274923,0.081471658,2.208170682,1.52,1.2
