name,CO,effective_coordination,ss-coupling,dd-coupling,d_sp-coupling,sp_d-coupling,dBandCenter,WorkFunction,IonizationPotential,ElectronAffinity,Pauling,DeltaPauling,filling,center,sigma_c,skewness,kurtosis,AtomicRadius,OrbitalRadius
M-Fe-Ni,-1.370604,7.622097217,10.34053153,8.67094285,9.639668653,9.04308715,-0.92,5.54,7.9,0.15,1.83,1.853641624,0.685029547,-0.962154902,1.960292514,0.241202672,2.560435715,1.41,0.8
M-Fe-Cu,-1.31019,7.429133751,10.37226272,8.498104821,9.689092457,8.827461909,-0.92,5.54,7.9,0.15,1.83,1.850724794,0.681567313,-1.013225889,1.88253586,0.263597984,2.614730929,1.41,0.8
M-Fe-Ru,-1.492569,9.363062529,10.64083882,11.78325848,10.12174497,12.19769336,-0.92,5.54,7.9,0.15,1.83,1.93393809,0.683846256,-0.98973232,1.850371849,0.21660657,2.399192723,1.41,0.8
M-Fe-Rh,-1.487416,8.700304114,10.67021708,11.38821727,10.17040812,11.74111665,-0.92,5.54,7.9,0.15,1.83,1.954772483,0.674415487,-1.017200547,1.882965024,0.216486768,2.411511991,1.41,0.8
M-Fe-Ag,-1.570052,8.698006225,10.7997969,10.95535234,10.38831938,11.1493007,-0.92,5.54,7.9,0.15,1.83,1.859443367,0.667810863,-1.144394384,1.759850626,0.254346334,2.578693611,1.41,0.8
M-Fe-Re,-1.624711,10.55468138,10.68076834,13.23583542,10.18796986,13.69379637,-0.92,5.54,7.9,0.15,1.83,1.850724794,0.707141942,-1.06365972,1.713400767,0.014119549,2.333518391,1.41,0.8
M-Fe-Ir,-1.53964,9.244618853,10.71877215,12.31810133,10.25140639,12.66857826,-0.92,5.54,7.9,0.15,1.83,1.93393809,0.676135998,-1.024150846,1.906617176,0.102144509,2.642900542,1.41,0.8
M-Fe-Pt,-1.47351,9.181333449,10.96852748,12.8967188,10.6818036,12.93950071,-0.92,5.54,7.9,0.15,1.83,1.954772483,0.675638751,-1.133221052,1.92376838,0.100710327,2.465695499,1.41,0.8
M-Fe-Au,-1.448475,8.983655502,11.09871771,13.09680417,10.91424494,12.97114124,-0.92,5.54,7.9,0.15,1.83,2.019137421,0.67009737,-1.213866489,1.838237424,0.119171245,2.64811517,1.41,0.8
M-Os-Ni,-2.522938,7.304781786,10.30324028,7.55359934,9.581942428,7.783974416,-1.5,6.25,8.7,1.1,2.2,2.108656732,0.677948625,-2.166946599,3.100409972,0.134514556,2.140099918,1.49,1.13
M-Os-Cu,-2.170909,7.168948528,10.31260787,7.432710396,9.596365156,7.641943921,-1.5,6.25,8.7,1.1,2.2,2.105338619,0.687165434,-1.770503684,2.778754927,0.104050063,2.300025693,1.49,1.13
M-Os-Ru,-1.913305,9.40035199,10.75101217,9.677538106,10.30600232,9.856919218,-1.5,6.25,8.7,1.1,2.2,2.2,0.673926354,-1.612087264,2.585487126,0.083696864,2.228344202,1.49,1.13
M-Os-Rh,-1.932231,8.625559551,10.73459215,9.33451755,10.27827255,9.50835535,-1.5,6.25,8.7,1.1,2.2,2.223700689,0.675083115,-1.603283267,2.572024536,0.063717064,2.307617944,1.49,1.13
M-Os-Pd,-2.248988,7.876699847,10.83755572,9.276036616,10.45363294,9.379002668,-1.5,6.25,8.7,1.1,2.2,2.2,0.668174568,-1.403661672,2.324199587,0.030575066,2.479142772,1.49,1.13
M-Os-Ag,-2.982834,8.668076336,10.78685341,8.930675394,10.3668515,9.052360444,-1.5,6.25,8.7,1.1,2.2,2.115256651,0.678026004,-0.945296515,1.914993514,-0.05251845,3.286978074,1.49,1.13
M-Os-W,-1.593805,12.59346475,11.15620049,12.15127982,11.01863521,11.97961944,-1.5,6.25,8.7,1.1,2.2,2.24682619,0.689472919,-1.277794881,2.511941311,0.270598348,2.395782056,1.49,1.13
M-Os-Re,-1.51496,11.26314526,10.92482564,10.96745883,10.60500712,11.03946589,-1.5,6.25,8.7,1.1,2.2,2.105338619,0.690761469,-1.67397535,2.738179847,0.138288845,2.23652403,1.49,1.13
M-Os-Ir,-1.918565,9.106654349,10.75662888,9.848923911,10.31550505,10.03226993,-1.5,6.25,8.7,1.1,2.2,2.2,0.678258425,-1.619122878,2.63875719,-0.052565812,2.370694123,1.49,1.13
M-Os-Pt,-2.167563,8.893106233,10.92798107,10.01467822,10.61035624,10.07067872,-1.5,6.25,8.7,1.1,2.2,2.223700689,0.670704188,-1.5087685,2.435542034,-0.118856376,2.538984479,1.49,1.13
M-Os-Au,-3.110156,8.636056723,10.98016109,9.95763428,10.70234263,9.973549851,-1.5,6.25,8.7,1.1,2.2,2.296920647,0.676090861,-1.092621014,2.054444498,-0.25887306,3.254590559,1.49,1.13
M-Sc-Ag,-1.231059,6.587766262,10.39645204,8.012549353,9.727163005,8.266370293,1.5,3.84,6.56,0.19,1.36,1.510582429,0.187830613,1.525952662,1.868867665,-0.585165361,3.642615259,1.81,1.24
M-Sc-W,-0.89226,7.126538006,10.27659224,9.17816558,9.540893921,9.670168217,1.5,3.84,6.56,0.19,1.36,1.604541066,0.201218231,1.665627966,2.066615411,-0.38599144,2.493128584,1.81,1.24
M-Sc-Re,-1.116972,6.793473757,9.981929957,8.398457785,9.103102562,8.954169916,1.5,3.84,6.56,0.19,1.36,1.503499597,0.201798284,1.716445355,2.136792004,-0.45648575,2.614116554,1.81,1.24
M-Sc-Au,-0.994897,6.655139473,10.69962513,8.928034749,10.21952797,9.101797224,1.5,3.84,6.56,0.19,1.36,1.640315357,0.193756908,1.455929012,2.013632055,-0.877092881,4.290746226,1.81,1.24
M-Ti-Ni,-1.763649,6.682569045,10.11258547,7.467373316,9.293663078,7.755622274,1.5,4.63,6.83,0.08,1.54,1.642761495,0.28299169,1.185318572,2.221415947,-0.322053894,2.182145202,1.61,1.08
M-Ti-Ru,-1.640011,7.523321636,10.42442944,9.229031569,9.771326561,9.6152843,1.5,4.63,6.83,0.08,1.54,1.713923008,0.260528606,1.229216624,1.95243275,-0.450874723,2.686860764,1.61,1.08
M-Ti-Rh,-1.582466,7.393794774,10.58791785,9.269357902,10.0345404,9.540880148,1.5,4.63,6.83,0.08,1.54,1.73238717,0.261414329,1.188489794,1.988540757,-0.508449213,2.861947752,1.61,1.08
M-Ti-Pd,-1.819175,7.045330798,10.83050424,9.491851613,10.44148903,9.606490075,1.5,4.63,6.83,0.08,1.54,1.713923008,0.246355437,1.094178572,1.873722162,-0.572252086,3.309914294,1.61,1.08
M-Ti-Ag,-1.743664,7.094616253,10.58826344,8.787336946,10.03512054,9.018602234,1.5,4.63,6.83,0.08,1.54,1.647903201,0.248835098,0.965338955,1.568547784,-0.492341589,4.318571094,1.61,1.08
M-Ti-W,-1.327781,8.182060067,10.56633858,10.68850949,9.999323678,11.09983943,1.5,4.63,6.83,0.08,1.54,1.750403228,0.252828456,1.094256892,1.854600834,-0.31847533,2.708586885,1.61,1.08
M-Ti-Re,-1.526046,7.55193492,10.22182044,9.465704868,9.457352088,10.04929899,1.5,4.63,6.83,0.08,1.54,1.640176499,0.257202418,1.215583423,1.929733989,-0.428227207,2.76358125,1.61,1.08
M-Zr-Cu,-1.584373,6.129787695,9.641312675,6.646480544,8.632543811,6.862301515,1.95,4.35,6.63,0.43,1.33,1.480206234,0.335645055,0.659427348,2.591292828,-0.040683915,1.897467989,1.77,1.41
M-Zr-Ru,-1.476343,6.659965763,9.956423372,7.590718977,9.066536724,7.970622557,1.95,4.35,6.63,0.43,1.33,1.546760073,0.318445027,0.905860724,2.508844847,-0.135052761,1.908816522,1.77,1.41
M-Zr-Rh,-1.429702,6.590375351,10.10010635,7.606196225,9.27526314,7.926949453,1.95,4.35,6.63,0.43,1.33,1.563423382,0.313261396,0.853016023,2.551082182,-0.169255932,1.971532303,1.77,1.41
M-Zr-Pd,-1.645422,6.406402792,10.31935843,7.715548141,9.606805776,7.96329639,1.95,4.35,6.63,0.43,1.33,1.546760073,0.307901745,0.936682184,2.464357706,-0.233829956,2.089887293,1.77,1.41
M-Zr-Ag,-1.699698,6.548194637,10.21122293,7.47367556,9.441302406,7.725755154,1.95,4.35,6.63,0.43,1.33,1.487179333,0.304368432,1.097321331,2.236931106,-0.325377334,2.519312029,1.77,1.41
M-Zr-W,-1.393984,6.854949211,9.981068915,8.152344698,9.101864287,8.651549293,1.95,4.35,6.63,0.43,1.33,1.579682291,0.313754305,1.035629655,2.414407014,-0.108639482,1.970720331,1.77,1.41
M-Zr-Re,-1.382218,6.714076925,9.827450577,7.775043828,8.884985126,8.265096862,1.95,4.35,6.63,0.43,1.33,1.480206234,0.329232526,0.920097263,2.549189661,-0.154085711,2.011925907,1.77,1.41
M-Zr-Ir,-1.357995,6.656249344,10.10997094,7.842267132,9.289843547,8.205373792,1.95,4.35,6.63,0.43,1.33,1.546760073,0.313032711,0.843683213,2.639344997,-0.305490794,2.275713083,1.77,1.41
M-Zr-Pt,-1.493884,6.662008359,10.37314211,8.065924346,9.690529994,8.337814672,1.95,4.35,6.63,0.43,1.33,1.563423382,0.307080402,0.908627203,2.594165045,-0.38831402,2.398457188,1.77,1.41
M-Zr-Au,-1.677609,6.629316617,10.53951592,8.192848162,9.955709865,8.398158162,1.95,4.35,6.63,0.43,1.33,1.614902339,0.301894118,1.043928547,2.4022007,-0.545652422,2.915534332,1.77,1.41
M-V-Ni,-1.896456,7.398467244,10.37336349,8.011439417,9.690892308,8.276039455,1.06,4.88,6.75,0.53,1.63,1.709390686,0.39779088,0.536948627,2.098138294,-0.265354998,2.447066218,1.49,0.98
M-V-Cu,-1.793567,7.062662194,10.29444985,7.753605961,9.568531865,8.017263674,1.06,4.88,6.75,0.53,1.63,1.706700844,0.390468811,0.502502296,1.881157913,-0.254636396,2.875444073,1.49,0.98
M-V-Ru,-1.772863,9.374042462,10.8450178,10.8099936,10.46670644,10.95372922,1.06,4.88,6.75,0.53,1.63,1.783438457,0.376073082,0.482559979,1.892473629,-0.425159748,2.887109195,1.49,0.98
M-V-Rh,-1.87748,8.729485046,10.88065258,10.49423526,10.52808878,10.59757276,1.06,4.88,6.75,0.53,1.63,1.802651512,0.391825405,0.400788831,1.866188442,-0.5066158,3.141595498,1.49,0.98
M-V-Pd,-2.065813,8.005439472,11.05221502,10.58040956,10.83055955,10.53785114,1.06,4.88,6.75,0.53,1.63,1.783438457,0.379728129,0.387099115,1.728802947,-0.61226345,3.793544655,1.49,0.98
M-V-Ag,-2.167796,7.898853539,10.68936196,9.426314323,10.20235998,9.63696522,1.06,4.88,6.75,0.53,1.63,1.714740936,0.377980289,0.542333546,1.74806983,-0.26541937,3.406844177,1.49,0.98
M-V-W,-1.515505,11.17268951,11.06282838,13.23377865,10.849101,13.15365028,1.06,4.88,6.75,0.53,1.63,1.821398288,0.427733797,0.257042086,1.790914556,-0.387238793,2.733139705,1.49,0.98
M-V-Re,-1.700585,9.294100795,10.55459468,10.94623794,9.980145992,11.39301657,1.06,4.88,6.75,0.53,1.63,1.706700844,0.45289859,0.010522561,1.619905554,-0.697981538,3.419750305,1.49,0.98
M-V-Ir,-1.816417,9.160269308,10.8796117,11.11756205,10.52621372,11.23638508,1.06,4.88,6.75,0.53,1.63,1.783438457,0.395027167,0.366266637,1.933623916,-0.715663891,3.715567651,1.49,0.98
M-V-Pt,-2.023025,9.058766592,11.13100305,11.56673967,10.97266499,11.43625817,1.06,4.88,6.75,0.53,1.63,1.802651512,0.382201049,0.318737007,1.859617409,-0.858370597,4.300834898,1.49,0.98
M-V-Au,-2.023521,8.258147135,11.05616198,11.11262706,10.83762884,11.0614563,1.06,4.88,6.75,0.53,1.63,1.862007552,0.378638966,0.410387013,1.809815605,-0.622115127,4.171555849,1.49,0.98
M-Nb-Pd,-1.882389,6.827360065,10.56513901,8.31224327,9.997401143,8.515675141,1.41,4.69,6.76,0.9,1.6,1.760397699,0.406551664,0.457234976,2.423230753,-0.260347207,2.181426813,1.62,1.28
M-Nb-Ag,-1.827926,7.065618925,10.45230692,7.987243733,9.815581915,8.212232851,1.41,4.69,6.76,0.9,1.6,1.6925877,0.395786496,0.472773996,2.127302491,-0.252971319,2.827333158,1.62,1.28
M-Nb-Re,-1.307431,7.35814647,10.0729098,8.433221253,9.235226303,8.936713498,1.41,4.69,6.76,0.9,1.6,1.684651481,0.417497501,0.448476927,2.551584673,-0.164832359,2.05006959,1.62,1.28
M-Ta-Ru,-1.577409,7.224915199,10.27166282,8.120076755,9.533348644,8.450830321,2,4.86,7.89,0.32,1.5,1.682637973,0.388331763,0.455197438,2.754330358,-0.175786524,1.972122994,1.62,1.34
M-Ta-Rh,-1.64971,7.089415221,10.4052751,8.113480289,9.741054525,8.375689249,2,4.86,7.89,0.32,1.5,1.7007651,0.382488224,0.406767364,2.784332076,-0.210985542,2.022426996,1.62,1.34
M-Ta-Pd,-2.008854,6.818714768,10.61699069,8.227478604,10.08230022,8.3984989,2,4.86,7.89,0.32,1.5,1.682637973,0.382627415,0.565063716,2.672929042,-0.290834175,2.177817557,1.62,1.34
M-Ta-Ag,-1.953471,7.06449482,10.5,7.91092273,9.891905336,8.106638809,2,4.86,7.89,0.32,1.5,1.617823256,0.3681353,0.558157739,2.313474839,-0.383005354,2.711125312,1.62,1.34
M-Ta-Ir,-1.580511,7.221709071,10.40416898,8.406474824,9.739318384,8.705645417,2,4.86,7.89,0.32,1.5,1.682637973,0.377698791,0.460151574,2.866882928,-0.324596572,2.228939614,1.62,1.34
M-Ta-Pt,-2.00733,7.255318798,10.67936744,8.690874547,10.18567704,8.861926837,2,4.86,7.89,0.32,1.5,1.7007651,0.379122518,0.537043777,2.79712109,-0.434596892,2.398012497,1.62,1.34
M-Ta-Au,-1.880511,7.125084625,10.76932264,8.715665363,10.3370312,8.838032797,2,4.86,7.89,0.32,1.5,1.756766318,0.367254236,0.515671117,2.497498834,-0.579232381,2.97682502,1.62,1.34
Cu-M-Cu-Sc,-0.566227,12.01868048,9.85929857,11.82263957,8.929313336,13.37540974,-2.67,5.3,7.73,1.24,1.9,1.718656928,0.971155183,-2.654663525,1.031917115,2.2085031,13.89836264,1.41,0.67
Cu-M-Cu-Ti,-0.714502,11.73352826,10.09786058,11.57878137,9.271936321,12.69619777,-2.67,5.3,7.73,1.24,1.9,1.78395435,0.970092748,-2.712002794,1.05635277,1.984771904,12.1028417,1.41,0.67
Cu-M-Cu-V,-0.763147,10.9713875,10.29431632,11.48624719,9.568088763,12.3119358,-2.67,5.3,7.73,1.24,1.9,1.814612098,0.967214729,-2.755631288,1.081023151,1.781993007,10.63695658,1.41,0.67
Cu-M-Cu-Cr,-0.825453,11.04035935,10.5,11.496255,9.891905336,12.05917964,-2.67,5.3,7.73,1.24,1.9,1.824567552,0.96725141,-2.687622008,1.093543245,1.553496824,9.450704127,1.41,0.67
Cu-M-Cu-Mn,-0.574575,11.56195511,10.43247984,10.92328707,9.784111179,11.50299806,-2.67,5.3,7.73,1.24,1.9,1.787421716,0.967774363,-2.500598593,1.086231699,1.46411736,9.688246763,1.41,0.67
Cu-M-Cu-Fe,-0.552885,10.47313473,10.36814285,10.24214525,9.682852995,10.80515243,-2.67,5.3,7.73,1.24,1.9,1.878723413,0.969435208,-2.488683897,1.049616054,1.39554611,10.05796051,1.41,0.67
Cu-M-Cu-Co,-0.655574,10.39649951,10.585438,10.49379943,10.0305295,10.86934069,-2.67,5.3,7.73,1.24,1.9,1.893977762,0.96968963,-2.380003573,1.069562824,1.172145977,8.85939777,1.41,0.67
Cu-M-Cu-Ni,-0.588099,9.858220615,10.65544617,10.23225871,10.14585625,10.52261382,-2.67,5.3,7.73,1.24,1.9,1.90299449,0.970837265,-2.21071291,1.065857444,1.132428983,8.566567234,1.41,0.67
Cu-M-Cu-Zn,-0.509854,8.734876806,10.41416494,6,9.755090521,6,-2.67,5.3,7.73,1.24,1.9,1.821263164,0.973306384,-2.5250568,1.067960335,0.658671625,12.87663099,1.41,0.67
Cu-M-Cu-Ga,-0.38733,9.825683268,10.16995629,6,9.379157641,6,-2.67,5.3,7.73,1.24,1.9,1.872539955,0.970750764,-2.471096536,1.090285868,1.058039818,13.6772888,1.41,0.67
Cu-M-Cu-Zr,-0.765232,10.97275158,9.76039436,12.57709085,8.792737282,14.52602394,-2.67,5.3,7.73,1.24,1.9,1.707194539,0.969069569,-2.699069372,1.070446417,2.118646778,13.56104529,1.41,0.67
Cu-M-Cu-Nb,-0.814266,10.59848912,9.90148892,12.2909481,8.988545057,13.89155446,-2.67,5.3,7.73,1.24,1.9,1.804527544,0.968325853,-2.781707792,1.088232342,1.817550527,11.70438671,1.41,0.67
Cu-M-Cu-Mo,-0.899215,10.19609766,10.0228388,12.21054472,9.162173628,13.57958412,-2.67,5.3,7.73,1.24,1.9,1.974529588,0.967903823,-2.672833786,1.094395828,1.515944832,10.23306691,1.41,0.67
Cu-M-Cu-Ru,-0.826787,10.02438357,10.24496911,11.89351342,9.492527595,12.85190888,-2.67,5.3,7.73,1.24,1.9,1.985428835,0.968275552,-2.261283142,1.095483808,0.944275932,8.331199209,1.41,0.67
Cu-M-Cu-Rh,-0.634279,9.158904632,10.24948383,11.41173434,9.49947256,12.28554852,-2.67,5.3,7.73,1.24,1.9,2.00681794,0.970909652,-2.129307182,1.082291751,0.837981358,8.292163172,1.41,0.67
Cu-M-Cu-Pd,-0.519213,7.783116798,10.16334271,10.7319849,9.369257906,11.59904338,-2.67,5.3,7.73,1.24,1.9,1.985428835,0.973337216,-2.134249805,1.048146627,0.748201935,8.749339082,1.41,0.67
Cu-M-Cu-Ag,-0.346053,7.8429705,9.8759153,9.5822505,8.952525591,10.52029186,-2.67,5.3,7.73,1.24,1.9,1.908950703,0.974595961,-2.405938916,1.009620215,0.842694577,11.96349171,1.41,0.67
Cu-M-Cu-Ta,-0.922437,11.35571436,9.9649918,13.04308041,9.078805072,14.70817578,-2.67,5.3,7.73,1.24,1.9,1.769925141,0.968009709,-2.878872008,1.1325118,1.774047452,11.56971594,1.41,0.67
Cu-M-Cu-W,-0.914307,10.14801148,10.04032405,12.84277776,9.187584454,14.31869263,-2.67,5.3,7.73,1.24,1.9,2.027687956,0.968445673,-2.809268639,1.141785941,1.432303322,10.09201092,1.41,0.67
Cu-M-Cu-Os,-0.892899,10.49778833,10.24536264,12.5814743,9.493140275,13.65105788,-2.67,5.3,7.73,1.24,1.9,1.985428835,0.968788715,-2.427062308,1.167684342,0.697275523,8.214960488,1.41,0.67
Cu-M-Cu-Ir,-0.647654,9.301446326,10.17297059,11.86476268,9.383686338,12.92490029,-2.67,5.3,7.73,1.24,1.9,1.985428835,0.970443241,-2.173854962,1.130115876,0.45070631,8.214011849,1.41,0.67
Cu-M-Cu-Pt,-0.51445,8.19902581,10.0632396,11.15021389,9.22105211,12.22924706,-2.67,5.3,7.73,1.24,1.9,2.00681794,0.972706396,-2.095402233,1.086221241,0.369807926,8.744596768,1.41,0.67
Ag-M-Ag-Sc,-0.049295,15.80008235,10.44918192,11.62580433,9.810611778,12.26674789,-4.3,5.01,7.58,1.3,1.93,1.737607926,0.977143554,-4.36835236,1.208580772,3.371420404,19.79618252,1.59,0.89
Ag-M-Ag-Ti,-0.167301,15.31827718,10.71373367,11.3694808,10.24329133,11.67222535,-4.3,5.01,7.58,1.3,1.93,1.803625358,0.977425079,-4.436693624,1.203692671,3.138727317,17.89517272,1.59,0.89
Ag-M-Ag-V,-0.628505,13.20717738,10.81428039,10.92235797,10.41366229,11.09980037,-4.3,5.01,7.58,1.3,1.93,1.834621157,0.974359181,-4.263205793,1.22491138,2.935024999,16.11976679,1.59,0.89
Ag-M-Ag-Mn,-0.037919,13.27721767,10.86825799,10.17425941,10.5064546,10.28053121,-4.3,5.01,7.58,1.3,1.93,1.807130958,0.974447848,-4.268165337,1.225169384,2.865431847,16.57374411,1.59,0.89
Ag-M-Ag-Fe,-0.027602,12.18495402,10.86279781,9.73299946,10.49681589,9.832261359,-4.3,5.01,7.58,1.3,1.93,1.899439404,0.976969588,-4.139127053,1.174967874,2.824082413,16.82918337,1.59,0.89
Ag-M-Ag-Co,-0.428529,12.29869058,12.39208569,10.38956036,11.64750325,10.59188212,-4.3,5.01,7.58,1.3,1.93,1.914861957,0.976474885,-4.032789307,1.205829426,2.635820837,15.03916373,1.59,0.89
Ag-M-Ag-Ni,-0.212014,11.677664,12.54232921,10.24952245,11.88827262,10.39033627,-4.3,5.01,7.58,1.3,1.93,1.92397811,0.976946085,-3.874315283,1.199920491,2.622452118,14.76185892,1.59,0.89
Ag-M-Ag-Cu,-0.02907,10.5264423,12.40326969,9.697572523,11.65729925,9.921487255,-4.3,5.01,7.58,1.3,1.93,1.9209506,0.977782043,-4.073349255,1.192270495,2.597009614,15.48773187,1.59,0.89
Ag-M-Ag-Zn,-0.115687,10.16255038,11.06573633,5.999999996,10.85478367,5.999999996,-4.3,5.01,7.58,1.3,1.93,1.841345563,0.980931895,-4.253752522,1.183548669,2.242245956,16.55043749,1.59,0.89
Ag-M-Ag-Ga,-0.068483,10.56148801,10.5,6,9.891905336,6,-4.3,5.01,7.58,1.3,1.93,1.893187763,0.977795693,-3.984488182,1.179860763,2.4501826,18.35815124,1.59,0.89
Ag-M-Ag-Y,-0.05949,15.52180651,10.06140716,12.29144986,9.218372505,13.6126687,-4.3,5.01,7.58,1.3,1.93,1.681891848,0.976260398,-4.278746538,1.194959409,3.471132389,21.09709675,1.59,0.89
Ag-M-Ag-Zr,-0.22183,13.20318629,10.24165991,11.97744972,9.487499988,12.95437129,-4.3,5.01,7.58,1.3,1.93,1.726019145,0.974870103,-4.350685817,1.239940829,3.276946436,18.87930745,1.59,0.89
Ag-M-Ag-Nb,-0.269146,13.23227262,10.5,12.08898997,9.891905336,12.71262232,-4.3,5.01,7.58,1.3,1.93,1.824425405,0.974206502,-4.430989131,1.276955973,3.005821999,16.35534972,1.59,0.89
Ag-M-Ag-Mo,-0.326505,12.30664343,10.601013,11.87858689,10.05600661,12.35017235,-4.3,5.01,7.58,1.3,1.93,1.996301999,0.974452829,-4.300925792,1.257667538,2.749088246,14.6916529,1.59,0.89
Ag-M-Ag-Ru,-0.208132,11.56412611,10.7714713,11.3245097,10.3406131,11.56224374,-4.3,5.01,7.58,1.3,1.93,2.007321427,0.977068895,-3.857327399,1.207494589,2.360175644,12.66432847,1.59,0.89
Ag-M-Ag-Rh,-0.190178,10.43046176,10.79577961,10.9446683,10.38211339,11.14104486,-4.3,5.01,7.58,1.3,1.93,2.028946383,0.977823432,-3.639387709,1.178107134,2.277297501,12.43463096,1.59,0.89
Ag-M-Ag-Pd,-0.075258,8.606335029,10.75481931,10.46651322,10.3124471,10.6809128,-4.3,5.01,7.58,1.3,1.93,2.007321427,0.980070152,-3.681086717,1.146426732,2.248919663,13.06776181,1.59,0.89
Ag-M-Ag-In,-0.186126,9.961507897,10.05745456,5.999999997,9.212578898,5.999999998,-4.3,5.01,7.58,1.3,1.93,1.883718994,0.979397936,-3.920903517,1.131426776,2.352914797,20.86589515,1.59,0.89
Ag-M-Ag-La,-0.070851,12.8142651,9.65951504,10.73216523,8.656730226,12.2841722,-4.3,5.01,7.58,1.3,1.93,1.63045164,0.978017961,-4.147732647,1.130591693,3.460193878,22.60702816,1.59,0.89
Ag-M-Ag-Ta,-0.252462,13.73729456,10.5,12.52210072,9.891905336,13.19009214,-4.3,5.01,7.58,1.3,1.93,1.789441454,0.973162153,-4.491006622,1.327053451,2.950536908,15.8961988,1.59,0.89
Ag-M-Ag-W,-0.36752,12.06441533,10.61219319,12.44386612,10.07441346,12.94521451,-4.3,5.01,7.58,1.3,1.93,2.050046524,0.973062481,-4.4017881,1.324874672,2.66022888,13.94601353,1.59,0.89
Ag-M-Ag-Re,-0.440677,12.82126542,10.72400381,12.32663079,10.2604332,12.67022705,-4.3,5.01,7.58,1.3,1.93,1.9209506,0.973927129,-4.127608247,1.306521172,2.33283347,12.04408516,1.59,0.89
Ag-M-Ag-Os,-0.686043,11.93893942,10.75850693,11.8992484,10.31854354,12.17831386,-4.3,5.01,7.58,1.3,1.93,2.007321427,0.975538568,-3.908472535,1.277404835,2.129103607,11.18821528,1.59,0.89
Ag-M-Ag-Ir,-0.315924,10.70211489,10.7602691,11.51751475,10.32144998,11.77670442,-4.3,5.01,7.58,1.3,1.93,2.007321427,0.977082622,-3.69339604,1.248362827,2.004904406,10.8572778,1.59,0.89
Ag-M-Ag-Pt,-0.08795,9.21993814,10.66748681,10.93619093,10.16589085,11.26226708,-4.3,5.01,7.58,1.3,1.93,2.028946383,0.979162237,-3.684235317,1.207573414,2.022604617,11.92753138,1.59,0.89
Ag-M-Ag-Au,0.041452,8.237131192,10.5,10.26788162,9.891905336,10.70499665,-4.3,5.01,7.58,1.3,1.93,2.09575365,0.980075172,-3.913781959,1.174874993,2.050414365,13.94399378,1.59,0.89
Pt-M-Pt-Sc,-0.535846,17.60411957,10.69089267,11.15893226,10.20492265,11.47445046,-2.25,6.74,9,2.13,2.28,1.952612501,0.887332858,-2.671204559,1.972027892,1.004386903,4.454389966,1.53,1.04
Pt-M-Pt-Ti,-0.589184,16.4690355,10.89445036,10.72117966,10.55203062,10.81715698,-2.25,6.74,9,2.13,2.28,2.026798663,0.889344516,-2.823090615,1.990453663,0.92001772,4.069095648,1.53,1.04
Pt-M-Pt-V,-0.796769,14.56509378,11.02572108,10.39472644,10.78317895,10.37527886,-2.25,6.74,9,2.13,2.28,2.061629758,0.874690064,-2.805611783,2.018763938,0.784680154,3.619322227,1.53,1.04
Pt-M-Pt-Cr,-0.908826,13.51456951,11.06684874,9.957133592,10.85678155,9.909870147,-2.25,6.74,9,2.13,2.28,2.072940417,0.880720837,-2.697672155,2.000940802,0.713268108,3.594222917,1.53,1.04
Pt-M-Pt-Fe,-0.699887,12.49239507,10.88827518,8.999271239,10.54129346,9.063829114,-2.25,6.74,9,2.13,2.28,2.134468352,0.88431675,-2.407188339,1.888571751,0.560139473,3.656583524,1.53,1.04
Pt-M-Pt-Co,-0.884154,11.96978157,11.05026331,9.042641469,10.8270624,9.015458113,-2.25,6.74,9,2.13,2.28,2.15179923,0.878742853,-2.388466582,1.906120408,0.511232619,3.501053031,1.53,1.04
Pt-M-Pt-Ni,-1.018748,11.26712865,12.38285535,9.206792709,11.61962744,9.454533356,-2.25,6.74,9,2.13,2.28,2.162043378,0.879498701,-2.282454765,1.896679277,0.501348302,3.493407229,1.53,1.04
Pt-M-Pt-Cu,-0.972818,10.38319107,11.06735218,8.542443207,10.85769104,8.511840648,-2.25,6.74,9,2.13,2.28,2.158641257,0.881787586,-2.034902404,1.865579537,0.389746357,3.429734318,1.53,1.04
Pt-M-Pt-Zn,-0.643147,10.41220912,11.05496753,6,10.83546589,6,-2.25,6.74,9,2.13,2.28,2.069186214,0.902908329,-2.463368053,1.913052212,0.297650243,4.277429378,1.53,1.04
